,order,captiontime,caption,command,speed,item,m1,lorr,boxnum,emojistella,emojiben,who,talk,fadebefore,fadewho,fadeframe,fadetime,xstella,ystella,xstellasay,ystellasay,xben,yben,xbensay,ybensay,xm1,ym1,xitem,yitem,xleft,yleft,xright,yright,time,autotime,musictip,music,musictime,musicwait
24200,3102,,,,6,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24210,3103,,,,6,,32,10,,,,stella,我不喜欢你,,,,,,,,,,,,,,,,,,,,,,5,,,,
24220,3104,,,,6,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24230,3105,,,,6,,32,2,,,,ben,为什么,,,,,,,,,,,,,,,,,,,,,,3,,,,
24240,3106,,,,6,,32,10,,,,stella,没有为什么，就是没有感觉,,,,,,,,,,,,,,,,,,,,,,12,,,,
24250,3107,,,,6,,32,2,,,,ben,总得有个理由吧,,,,,,,,,,,,,,,,,,,,,,7,,,,
24260,3108,,,,6,,32,10,,,,stella,就是感觉,,,,,,,,,,,,,,,,,,,,,,4,,,,
24270,3109,,,,6,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24280,3110,,,,6,,32,10,,,,stella,你给我的感觉和别人一样,,,,,,,,,,,,,,,,,,,,,,11,,,,
24290,3111,,,,6,,32,2,,,,ben,和谁一样,,,,,,,,,,,,,,,,,,,,,,4,,,,
24300,3112,,,,6,,32,10,,,,stella,和所有人,,,,,,,,,,,,,,,,,,,,,,4,,,,
24310,3113,,,,6,,32,2,,,,ben,是吗？我还觉得我挺特别的,,,,,,,,,,,,,,,,,,,,,,12,,,,
24320,3114,,,,6,,32,10,,,,stella,我本来也这么觉得,,,,,,,,,,,,,,,,,,,,,,8,,,,
24330,3115,,,,6,,32,2,,,,ben,为什么现在不 这么想了,,,,,,,,,word,,,,,,,,,,,,,11,,,,
24340,3116,,,,6,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24350,3117,,,,6,,32,10,,,,stella,不知道,,,,,,,,,,,,,,,,,,,,,,3,,,,
24360,3118,,,,6,,32,2,,,,ben,那你觉得我哪里 不好？,,,,,,,,,word,,,,,,,,,,,,,11,,,,
24370,3119,,,,6,,32,10,,,,stella,不是，不是你不好,,,,,,,,,,,,,,,,,,,,,,8,,,,
24380,3120,,,,6,,32,10,,,,stella,是感觉不一样,,,,,,,,,,,,,,,,,,,,,,6,,,,
24390,3121,,,,6,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24400,3122,,,,6,,32,2,,,,ben,那是什么意思,,,,,,,,,,,,,,,,,,,,,,6,,,,
24410,3123,,,,6,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24420,3124,,,,6,,33,2,,,,ben,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
24430,3125,,,,6,,32,2,,,,ben,那没见面的时候感觉很好吗？,,,,,,,,,,,,,,,,,,,,,,13,,,,
24440,3126,,,,6,,32,14,,,,stella,嗯,,,,,,,,,,,,,,,,,,,,,,1,,,,
24450,3127,,,,6,,32,2,,,,ben,见了面才这样,,,,,,,,,,,,,,,,,,,,,,6,,,,
24460,3128,,,,6,,32,14,,,,stella,嗯,,,,,,,,,,,,,,,,,,,,,,1,,,,
met1final3,3129,,,offposition,6,,,special,,,16,,,,fadeoutandin,,60,219,168,811,229,1223,168,1188,235,292,91,,,,,,,,0,,,,
24480,3130,,,,6,,,9,,,16,ben,那我安心点了,,,,,,,,,,,,,,,,,,,,,,6,,,,
24490,3131,,,,6,,,9,,,16,ben,我不知道你说的感觉到底是什么,,,,,,,,,,,,,,,,,,,,,,14,,,,
24491,3132,,,,6,,,9,,,16,ben,但我觉得没见面时候应该才是对的,,,,,,,,,,,,,,,,,,,,,,15,,,,
24500,3133,,,,6,,,,,30,15,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24510,3134,,,,6,,,9,,30,17,ben,因为,,,,,,,,,,,,,,,,,,,,,,2,,,,
24520,3135,,,,6,,,9,,30,17,ben,会紧张的吧,,,,,,,,,,,,,,,,,,,,,,5,,,,
24530,3136,,,,6,,,9,,30,17,ben,假如是你，你没谈过恋爱,,,,,,,,,,,,,,,,,,,,,,11,,,,
24540,3137,,,,6,,,9,,30,17,ben,平时不和人说话，终于有了喜欢的人,,,,,,,,,,,,,,,,,,,,,,16,,,,
24550,3138,,,,6,,,9,,30,17,ben,第一次见面就飞一千公里去见她，会紧张的吧？,,,,,,,,,,,,,,,,,,,,,,21,,,,
24560,3139,,,,6,,,,,30,17,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24570,3140,,,,6,,,9,,30,17,ben,也想表现自己嘛，想让你喜欢上我,,,,,,,,,,,,,,,,,,,,,,15,,,,
24580,3141,,,,6,,,9,,30,17,ben,就,,,,,,,,,,,,,,,,,,,,,,6,,,,
24590,3142,,,,6,,,9,,30,17,ben,肯定和平时不一样了,,,,,,,,,,,,,,,,,,,,,,9,,,,
24600,3143,,,,6,,,,,30,17,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24610,3144,,,,6,,,9,,30,17,ben,我不知道你不喜欢，我早知道早不这样了,,,,,,,,,,,,,,,,,,,,,,18,,,,
24620,3145,,,,6,,,,,30,17,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24630,3146,,,,6,,,10,,31,17,stella,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
24640,3147,,,,6,,,10,,30,17,stella,嗯,,,,,,,,,,,,,,,,,,,,,,1,,,,
24650,3148,,,,6,,,,,30,17,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24660,3149,,,,6,,,9,,30,17,ben,Stella,,,,,,,,,,,,,,,,,,,,,,6,,,,
24670,3150,,,,6,,,9,,30,17,ben,我想问你个问题,,,,,,,,,,,,,,,,,,,,,,7,,,,
24680,3151,,,,6,,,10,,31,17,stella,嗯,,,,,,,,,,,,,,,,,,,,,,1,,,,
24690,3152,,,,6,,,9,,30,17,ben,嗯……,,,,,,,,,,,,,,,,,,,,,,7,,,,
24700,3153,,,,6,,,9,,30,17,ben,你说你不喜欢我，为什么这几天还一直,,,,,,,,,,,,,,,,,,,,,,17,,,,
24710,3154,,,,5,,,9,,30,17,ben,对我很好,,,,,,,,,,,,,,,,,,,,,,4,,,,
24720,3155,,,,6,,,,,30,17,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24730,3156,,,,6,,,10,,32,17,stella,你说的啊，如果想逃就告诉自己不是不喜欢你，是因为回避,,,,,,,,,,,,,,,,,,,,,,17,,,,
24740,3157,,,,6,,,9,,32,17,ben,啊,,,,,,,,,,,,,,,,,,,,,,1,,,,
24750,3158,,,,6,,,9,,32,17,ben,你一直记得啊,,,,,,,,,,,,,,,,,,,,,,6,,,,
24760,3159,,,,6,,,,,33,17,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24770,3160,,,,6,,,9,,33,17,ben,我这几天,,,,,,,,,,,,,,,,,,,,,,4,,,,
24780,3161,,,,6,,,9,,33,17,ben,就是亲近你还是会让你想逃吗？,,,,,,,,,,,,,,,,,,,,,,14,,,,
24790,3162,,,,6,,,10,,33,17,stella,嗯,,,,,,,,,,,,,,,,,,,,,,1,,,,
24800,3163,,,,6,,,9,,33,17,ben,你一直都忍着吗？,,,,,,,,,,,,,,,,,,,,,,8,,,,
24810,3164,,,,6,,,10,,33,17,stella,嗯,,,,,,,,,,,,,,,,,,,,,,1,,,,
24820,3165,,,,6,,,9,,33,17,ben,对不起,,,,,,,,,,,,,,,,,,,,,,3,,,,
24830,3166,,,,6,,,9,,33,17,ben,可是,,,,,,,,,,,,,,,,,,,,,,2,,,,
24840,3167,,,,6,,,9,,33,17,ben,就是,,,,,,,,,,,,,,,,,,,,,,2,,,,
24850,3168,,,,5,,,9,,33,17,ben,那个，你别生气，不是也有你主动的时候吗？,,,,,,,,,,,,,,,,,,,,,,20,,,,
24860,3169,,,,6,,,,,34,17,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
met1final4,3170,200,害羞,,6,,,16,,,,stella,哎呀你不要让我说,,,,,,,,,,,,,,,,,,,,,,8,,,,
24880,3171,,,offposition,6,,11,special,,,,,,,fadein,,80,,,1277,433,,,555,411,382,219,,,,,,,,0,,,,
24890,3172,,,,6,,10,10,,,,stella,我是不是很作,,,,,,,,,,,,,,,,,,,,,,6,,,,
24900,3173,,,,6,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24910,3174,,,,6,,10,2,,,,ben,这不怪你,,,,,,,,,,,,,,,,,,,,,,4,,,,
24920,3175,,,,6,,10,2,,,,ben,是回避嘛,,,,,,,,,,,,,,,,,,,,,,4,,,,
24930,3176,,,,6,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24940,3177,,,,6,,10,10,,,,stella,你相信有回避吗？,,,,,,,,,,,,,,,,,,,,,,8,,,,
24950,3178,,,,6,,10,2,,,,ben,相信啊,,,,,,,,,,,,,,,,,,,,,,3,,,,
24960,3179,,,,6,,10,10,,,,stella,回避听起来就像 找借口,,,,,,,,,word,,,,,,,,,,,,,11,,,,
24970,3180,,,,6,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24980,3181,,,,6,,10,2,,,,ben,说实话我确实理解不了为什么会害怕喜欢的人喜欢自己,,,,,,,,,,,,,,,,,,,,,,24,,,,
24990,3182,,,,6,,10,2,,,,ben,要是别人说我肯定不信，但你说的我信,,,,,,,,,,,,,,,,,,,,,,17,,,,
25000,3183,,,,6,,10,10,,,,stella,为什么,,,,,,,,,,,,,,,,,,,,,,3,,,,
25010,3184,,,,6,,10,2,,,,ben,因为是你说的,,,,,,,,,,,,,,,,,,,,,,6,,,,
25020,3185,,,,6,,10,10,,,,stella,这算什么理由,,,,,,,,,,,,,,,,,,,,,,6,,,,
25030,3186,,,,6,,10,2,,,,ben,充分理由,,,,,,,,,,,,,,,,,,,,,,4,,,,
25040,3187,,,,6,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
25050,3188,,,,6,,10,2,,,,ben,我看网上说回避其实是因为害怕对方离开的自我保护,,,,,,,,,,,,,,,,,,,,,,23,,,,
25060,3189,,,,6,,10,2,,,,ben,只要我让你相信我不会离开你，你就不会害怕了,,,,,,,,,,,,,,,,,,,,,,21,,,,
25070,3190,,,,6,,10,2,,,,ben,我会努力的,,,,,,,,,,,,,,,,,,,,,,5,,,,
25080,3191,,,,6,,10,10,,,,stella,会很苦哦,,,,,,,,,,,,,,,,,,,,,,4,,,,
25090,3192,,,,6,,10,2,,,,ben,没关系,,,,,,,,,,,,,,,,,,,,,,3,,,,
25100,3193,,,,6,,10,2,,,,ben,这是我之前那么对你的报应,,,,,,,,,,,,,,,,,,,,,,12,,,,
25110,3194,,,,6,,10,2,,,,ben,以后换我来追你 好不好,,,,,,,,,word,,,,,,,,,,,,,11,,,,
25120,3195,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
25130,3196,,,,,,11,special,,,,,,,fadeoutsave,,300,,,,,,,,,,,,,,,,,,0,,,,
cpt4,3197,,,,nicknamewait,,,special,,,,chapter,Chapter 4,,,,,,,,,,,,,,,,,,,,,4010,9,,,,
4backhome,3198,,,olposition,6,,,r,1,,,ben,到家了,,,,,,,,,,,,landr,,,960,540,650,125,1260,125,,8,,,,
uu1001,3199,,,,6,,,lemoji,2,,,stella,3,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1002,3200,,,,6,,,l,3,,,stella,辛苦啦,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1003,3201,,,,6,,,r,4,,,ben,什么时候可以再见你啊,,,,,,,,,,,,landr,,,,,,,,,,10,,,,
uu1004,3202,,,cleanolall,6,,,lemoji,1,,,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1005,3203,,,,6,,,l,2,,,stella,才分开几个小时呀,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1006,3204,,,,6,,,r,3,,,ben,是吗，感觉已经过去一年了,,,,,,,,,,,,landr,,,,,,,,,,12,,,,
uu1007,3205,400,需补充表情,cleanolall,6,,,lemoji,1,,,stella,4,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1008,3206,,,,6,,,r,2,,,ben,什么时候啊,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1009,3207,,,,6,,,l,3,,,stella,嗯……,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1010,3208,,,cleanolall,6,,,l,1,,,stella,至少新年之后吧,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
uu1011,3209,,,,6,,,l,2,,,stella,要回家,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1012,3210,,,,6,,,r,3,,,ben,好吧,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1013,3211,,,cleanolall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
4snow,3212,400,分镜渐入,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1015,3213,,,,6,,,r,1,,,ben,我这下雪了,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1016,3214,,,,6,,,l,2,,,stella,好看吗,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1017,3215,,,,6,,,l,3,,,stella,拍给我看~,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1018,3216,300,雪景照片,,6,,,remoji,4,,,ben,12,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1019,3217,,,cleanolall,6,,,l,1,,,stella,好看,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1020,3218,,,,6,,,l,2,,,stella,我没看过雪呢,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
uu1021,3219,,,,6,,,r,3,,,ben,你没看过雪？,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
uu1022,3220,,,,6,,,l,4,,,stella,嗯,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1023,3221,,,cleanolall,6,,,l,1,,,stella,只在电视里看过,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
uu1024,3222,,,,6,,,r,2,,,ben,那还是要亲身感受一下的，和看的完全不一样,,,,,,,,,,,,landr,,,,,,,,,,20,,,,
uu1025,3223,,,,6,,,r,3,,,ben,我还是挺喜欢雪天的,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
uu1026,3224,,,cleanolall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1027,3225,,,,6,,,l,1,,,stella,问你个问题,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1028,3226,,,,6,,,r,2,,,ben,嗯,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1029,3227,,,,6,,,l,3,,,stella,冬天和夏天，如果选一个你喜欢哪个季节？,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
uu1030,3228,,,,6,,,r,4,,,ben,春天或者秋天吧，不冷也不热,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
uu1031,3229,,,cleanolall,6,,,l,1,,,stella,不行，冬天或者夏天,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1032,3230,,,,6,,,r,2,,,ben,那夏天,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
uu1033,3231,,,,6,,,l,3,,,stella,好~,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1034,3232,,,,6,,,l,4,,,stella,我也是,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1035,3233,,,,6,,,l,1,,,stella,喜欢阳光,,,,,cleanol1,,,,,,,landr,,,,,,,,,,4,,,,
uu1036,3234,,,cleanolall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1037,3235,,,,6,,,l,1,,,stella,不对,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1038,3236,,,,6,,,l,2,,,stella,你刚才还说喜欢下雪,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1039,3237,,,,6,,,r,3,,,ben,不矛盾,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1040,3238,,,,6,,,r,4,,,ben,下雪是气象，夏天是季节,,,,,,,,,,,,landr,,,,,,,,,,11,,,,
uu1041,3239,,,cleanolall,6,,,r,1,,,ben,算了,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1042,3240,,,,6,,,r,2,,,ben,确实没有很喜欢下雪，只是想见你,,,,,,,,,,,,landr,,,,,,,,,,15,,,,
uu1043,3241,,,,6,,,lemoji,3,,,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1044,3242,,,cleanolall,6,,,r,1,,,ben,来嘛我招待你,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
uu1045,3243,,,,6,,,r,2,,,ben,或者如果碰不到下雪的话,,,,,,,,,,,,landr,,,,,,,,,,11,,,,
uu1046,3244,,,,6,,,r,3,,,ben,你什么时候有时间，哪里下大雪我们就去哪,,,,,,,,,,,,landr,,,,,,,,,,19,,,,
uu1047,3245,,,,6,,,l,4,,,stella,很浪漫呢,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1048,3246,,,cleanolall,6,,,r,1,,,ben,不看雪看别的也行，什么都行,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
uu1049,3247,,,,6,,,r,2,,,ben,只要和你一起，什么时候去哪里都行,,,,,,,,,,,,landr,,,,,,,,,,16,,,,
uu1050,3248,,,,6,,,l,3,,,stella,真的吗？,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1051,3249,,,,6,,,r,4,,,ben,真的,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1052,3250,,,cleanolall,6,,,l,1,,,stella,我也想和你一起,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
uu1053,3251,,,,6,,,remoji,2,,,ben,2,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1054,3252,,,,6,,,r,3,,,ben,什么时候,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1055,3253,,,,6,,,l,4,,,stella,现在不行,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1056,3254,,,cleanolall,6,,,r,1,,,ben,那你答应我,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1057,3255,,,,6,,,lemoji,2,,,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1058,3256,,,,6,,,l,3,,,stella,答应你,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1059,3257,400,分镜渐出,cleanolall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1060,3258,,,,6,2,,special,,,,130,battery,,,,140,,,,,,,,,,,,,,,,,,7,,,,
4letter,3259,400,分镜渐入,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1062,3260,,,,6,,,l,1,,,stella,你一直呆在家里不会闷吗？,,,,,,,,,,,,landr,,,,,,,,,,8,,,,
uu1063,3261,,,,6,,,r,2,,,ben,不会,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1064,3262,,,,6,,,r,3,,,ben,我可以几个月不出门,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
uu1065,3263,,,,6,,,l,4,,,stella,我不行呢,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1066,3264,,,,6,,,l,1,,,stella,会闷死的,,,,,cleanol1,,,,,,,landr,,,,,,,,,,4,,,,
uu1067,3265,,,cleanolall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1068,3266,,,,6,,,l,1,,,stella,不会孤独吗？,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
uu1069,3267,,,,6,,,r,2,,,ben,我有你呀,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1070,3268,,,,6,,,l,3,,,stella,以前呢？,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1071,3269,,,,6,,,r,4,,,ben,以前没有你,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1072,3270,,,cleanolall,6,,,l,1,,,stella,哎呀,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1073,3271,,,,6,,,l,2,,,stella,你怎么这么,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1074,3272,,,,6,,,r,3,,,ben,什么,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1075,3273,,,,6,,,l,4,,,stella,看你写的东西绝对想不到你说话是这样的,,,,,,,,,,,,landr,,,,,,,,,,8,,,,
uu1076,3274,,,cleanolall,6,,,r,1,,,ben,正常,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1077,3275,,,,6,,,r,2,,,ben,写作品是给所有人看的，这个是只给你看的,,,,,,,,,,,,landr,,,,,,,,,,19,,,,
uu10777,3276,,,,6,,,r,3,,,ben,当然不一样,,,,,,,,,,,,,,,,,,,,,,,,,,
uu1078,3277,,,cleanolall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1079,3278,,,,6,,,l,1,,,stella,写的很好呢,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1080,3279,,,cleanolall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1081,3280,,,,6,,,l,1,,,stella,喂,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1082,3281,,,,6,,,l,2,,,stella,你真的没有谈过恋爱吗,,,,,,,,,,,,landr,,,,,,,,,,10,,,,
uu1083,3282,,,,6,,,l,3,,,stella,你怎么这么熟练啊,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1084,3283,,,,6,,,r,4,,,ben,没有过,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1085,3284,,,cleanolall,6,,,r,1,,,ben,不需要熟练,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1086,3285,,,,6,,,r,2,,,ben,感觉到什么就说什么就可以了,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
uu1087,3286,,,,6,,,l,3,,,stella,真的吗？,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1088,3287,,,,6,,,r,4,,,ben,真的,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1089,3288,,,cleanolall,6,,,lemoji,1,,,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1090,3289,,,,6,,,l,2,,,stella,你有这种技能只给一个人用不觉得亏吗？,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
uu1091,3290,,,,6,,,r,3,,,ben,说了啊，感觉到什么说什么,,,,,,,,,,,,landr,,,,,,,,,,12,,,,
uu1092,3291,,,,6,,,r,4,,,ben,和别人感觉不到怎么说呢,,,,,,,,,,,,landr,,,,,,,,,,11,,,,
uu1093,3292,400,分镜渐出,cleanolall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1094,3293,,,,6,1,,special,ilikeyou,,,70,battery,,,,90,,,,,,,,70,,,,,,,,,,7,,,,
uu1095,3294,700,伴随电池消失分镜快速渐入,,6,,,special,,,,,,,fadein,,50,,,,,,,,,,,,,,,,,,0,,,,
4z1,3295,,,,6,,,l,1,,,stella,你送给我好多东西呀,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
uu1097,3296,,,,6,,,l,2,,,stella,好多箱子,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1098,3297,,,,6,,,r,3,,,ben,喜欢吗？,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1099,3298,,,cleanolall,6,,,lemoji,1,,,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1100,3299,,,,6,,,l,2,,,stella,喜欢,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1101,3300,,,cleanolall,6,,,l,1,,,stella,今天没有过节呀,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
uu1102,3301,,,,6,,,r,2,,,ben,不需要非得过节,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
uu1103,3302,,,,6,,,r,3,,,ben,就像回家看到蛋糕店就给你带一个,,,,,,,,,,,,landr,,,,,,,,,,15,,,,
uu1104,3303,,,,6,,,r,4,,,ben,的感觉,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1105,3304,,,cleanolall,6,,,lemoji,1,,,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1106,3305,,,,6,,,l,2,,,stella,你不是说礼物是消费主义陷阱嘛,,,,,,,,,,,,landr,,,,,,,,,,14,,,,
uu1107,3306,,,,6,,,r,3,,,ben,那,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1108,3307,,,,6,,,r,4,,,ben,确实是,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1109,3308,,,cleanolall,6,,,r,1,,,ben,但我这个不算礼物,,,,,,,,,,,,landr,,,,,,,,,,8,,,,
uu1110,3309,,,,6,,,r,2,,,ben,就是,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1111,3310,,,,6,,,r,3,,,ben,带蛋糕嘛,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1112,3311,,,cleanolall,6,,,r,1,,,ben,我觉得好的东西也给你带一个,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
uu1113,3312,,,,6,,,r,2,,,ben,如果你因为它开心我就也开心,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
uu1114,3313,,,,6,,,r,3,,,ben,这样,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1115,3314,,,,6,,,lemoji,4,,,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1116,3315,,,cleanolall,6,,,l,1,,,stella,其实这才是真正的礼物呀,,,,,,,,,,,,landr,,,,,,,,,,11,,,,
uu1117,3316,,,,6,,,l,2,,,stella,你讨厌的那个礼物应该叫人情,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
uu1118,3317,,,,6,,,r,3,,,ben,有道理,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1119,3318,,,cleanolall,6,,,r,1,,,ben,你说得对,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1120,3319,,,,6,,,r,2,,,ben,我道歉,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1121,3320,,,,6,,,lemoji,3,,,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1122,3321,,,cleanolall,6,,,l,1,,,stella,那你想要我送你礼物吗？,,,,,,,,,,,,landr,,,,,,,,,,11,,,,
uu1123,3322,,,,6,,,r,2,,,ben,嗯…,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1124,3323,,,,6,,,r,3,,,ben,我好像没什么想要的东西,,,,,,,,,,,,landr,,,,,,,,,,11,,,,
uu1125,3324,,,cleanolall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1126,3325,,,,6,,,r,1,,,ben,做我女朋友可以吗？,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
uu1127,3326,,,,6,,,l,2,,,stella,不可以哦,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
uu1128,3327,,,,6,,,remoji,3,,,ben,5,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1129,3328,,,cleanolall,8,,,r,1,,,ben,那可以涨一点好感吗？,,,,,,,,,,,,landr,,,,,,,,,,10,,,,
uu1130,3329,,,,8,,,r,2,,,ben,攒够了就答应我,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
uu1131,3330,,,,6,,,lemoji,3,,,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1132,3331,400,分镜渐出,cleanolall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
